company_name,cin,sector,cohort,financial_year,engine_probability,engine_score_0_100,engine_risk_band,audit_probability,audit_score_0_100,audit_risk_band,engine_audit_gap,model_alignment,rule_flag_count,critical_rule_count,decision_bucket,overall_risk_percentile,sector_risk_percentile,sector_year_risk_percentile,imputed_feature_fraction,top_reasons,rule_flags_triggered,support_summary,engine_model_name,audit_model_name,engine_model_version,audit_model_version,engine_threshold,audit_threshold,engine_class,audit_class,engine_rank_overall
Kingfisher Airlines,L85110KA1995PLC018045,Travel / Aviation / Hospitality,defaulter,2013,0.752101653501824,75.21,High,0.738728682607455,73.87,High,0.013372970894369063,agree,7,3,urgent_review,88.0,100.0,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,"ML probability 0.752 against threshold 0.400. 7 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,37
Unity Infraprojects,L99999MH1997PLC107153,Infrastructure,defaulter,2014,0.7520989532655272,75.21,High,0.7143731185512646,71.44,High,0.03772583471426261,agree,4,2,urgent_review,87.67,84.31,92.31,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_revenue_trend|rising_borrowings_trend,"ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,38
IVRCL Limited,L45201AP1987PLC007959,Infrastructure,defaulter,2015,0.7520959279452228,75.21,High,0.7245380576118507,72.45,High,0.027557870333372092,agree,7,4,urgent_review,87.33,82.35,92.86,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|leverage_spike,"ML probability 0.752 against threshold 0.400. 7 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,39
Era Infra Engineering,L74899DL1990PLC041350,Infrastructure,defaulter,2015,0.7520907136387496,75.21,High,0.736848165277314,73.68,High,0.01524254836143557,agree,5,3,urgent_review,87.0,80.39,85.71,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.",weak_interest_coverage|excessive_leverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend,"ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,40
First Leasing Co of India,L65910TN1973PLC006423,NBFC / Leasing,defaulter,2013,0.7520550202359958,75.21,High,0.7238809768508839,72.39,High,0.02817404338511187,agree,4,2,urgent_review,86.67,100.0,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,41
First Leasing Co of India,L65910TN1973PLC006423,NBFC / Leasing,defaulter,2012,0.752048840062786,75.2,High,0.7239103807667044,72.39,High,0.028138459296081608,agree,5,2,urgent_review,86.33,83.33,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,"ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,42
SVOGL Oil Gas and Energy,L74899DL1989PLC038542,Oil & Gas / Energy,defaulter,2013,0.7520273650869048,75.2,High,0.7374544068632672,73.75,High,0.014572958223637578,agree,4,1,urgent_review,86.0,66.67,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.",excessive_leverage|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,43
Gitanjali Gems Limited,L36911MH1986PLC040689,Gems & Jewellery,defaulter,2016,0.7520186165254155,75.2,High,0.5916749949071086,59.17,High,0.16034362161830684,agree,2,1,urgent_review,85.67,97.22,100.0,0.0,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|rising_borrowings_trend,ML probability 0.752 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,44
Kingfisher Airlines,L85110KA1995PLC018045,Travel / Aviation / Hospitality,defaulter,2011,0.7519681202427915,75.2,High,0.7380985953198601,73.81,High,0.013869524922931364,agree,4,1,urgent_review,85.33,88.89,100.0,0.0,Net profit margin is negative. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Net profit margin is negative.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,45
SpiceJet Ltd,L51909DL1984PLC288239,Travel / Aviation / Hospitality,defaulter,2023,0.7519466913632762,75.19,High,0.735844678086951,73.58,High,0.01610201327632521,agree,4,2,urgent_review,84.67,77.78,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Operating cash flow trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,47
Monnet Ispat & Energy Ltd,L02710CT1990PLC009826,Steel & Metals,defaulter,2015,0.7519438471464108,75.19,High,0.7247056858740019,72.47,High,0.027238161272408967,agree,7,3,urgent_review,84.33,83.33,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.",weak_interest_coverage|excessive_leverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.752 against threshold 0.400. 7 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,48
Gammon India Ltd,L74999DL1922PLC000997,Infrastructure,defaulter,2016,0.7518945502482061,75.19,High,0.5951404597644895,59.51,High,0.15675409048371658,agree,4,3,urgent_review,84.0,78.43,82.35,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit. | Contingent liabilities exceed 50% of net worth.",excessive_leverage|weak_liquidity|large_contingent_liabilities|declining_revenue_trend,"ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.; Contingent liabilities exceed 50% of net worth.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,49
IVRCL Limited,L45201AP1987PLC007959,Infrastructure,defaulter,2014,0.7518932453817914,75.19,High,0.6913557253073227,69.14,High,0.060537520074468665,agree,6,4,urgent_review,83.67,76.47,84.62,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend,"ML probability 0.752 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,50
Suzlon Energy Ltd,L40100GJ1995PLC025447,Oil & Gas / Energy,defaulter,2018,0.7518585988565601,75.19,High,0.7360501312034236,73.61,High,0.015808467653136593,agree,8,4,urgent_review,83.33,50.0,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.752 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,51
Varun Industries,L28990MH1996PLC097945,Steel & Metals,defaulter,2013,0.7518558644056091,75.19,High,0.7371455393864792,73.71,High,0.014710325019129944,agree,10,5,urgent_review,83.0,79.17,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.752 against threshold 0.400. 10 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,52
